DATE,URL,R_avg,G_avg,B_avg,R_std,G_std,B_std,range,genre,historical,interior,landscape,mythological,other,portrait,religious,still-life,study
1897,https://www.wga.hu/art/z/zorn/daydance.jpg,78.03962340585146,67.96246211552888,56.698205551387844,62.84659660279422,59.27301776034443,52.04692971832282,254.42999999999998,0,0,0,0,0,1,0,0,0,0
1529,https://www.wga.hu/art/b/baldung/1/08pruden.jpg,98.31117500535564,86.69719448726619,65.51522890614827,88.04239786096956,75.64399510507026,66.5521710184269,252.64899999999997,0,0,0,0,1,0,0,0,0,0
1530,https://www.wga.hu/art/b/bronzino/3/e_pieta.jpg,69.00261777358095,58.811516105340466,49.18325149512118,56.489442993615555,47.85598332568705,38.032335292449645,239.222,0,0,0,0,0,0,0,1,0,0
1629,https://www.wga.hu/art/r/rubens/30allego/05allego.jpg,72.51719492868463,65.32943787829606,58.56727989612968,69.523070270603,64.23987803303712,62.74193133060825,254.772,0,1,0,0,0,0,0,0,0,0
1528,https://www.wga.hu/art/p/pontormo/4capponi/1deposi2.jpg,127.97674213836478,97.1241829616924,81.90696512292739,59.00845396844882,50.15621898634282,41.800604083486085,252.989,0,0,0,0,0,0,0,1,0,0
1656,https://www.wga.hu/art/r/rembrand/24portra/098portr.jpg,58.5969963757173,48.19629341588644,27.17046662639686,42.01739379703008,21.58094030852466,11.452333963442875,221.96999999999997,0,0,0,0,0,0,1,0,0,0
1640,https://www.wga.hu/art/t/teniers/jan2/1/mad_meg.jpg,72.25010983348702,62.23008081575094,47.55341568584911,65.42464626229378,54.239599650672254,40.00721364341911,254.54399999999998,1,0,0,0,0,0,0,0,0,0
1801,https://www.wga.hu/art/d/david_j/4/402david.jpg,96.68123678200536,76.75261288668632,61.722385215126465,53.623134910127945,47.31252874891916,37.51898709873506,253.51799999999997,0,1,0,0,0,0,0,0,0,0
1304,https://www.wga.hu/art/g/giotto/padova/2virgin/mary011.jpg,109.11189337281716,108.88660825771538,102.08253961633609,58.14263478983852,57.41936542845184,48.20174617262325,250.59799999999998,0,0,0,0,0,0,0,1,0,0
1659,https://www.wga.hu/art/c/castigli/adoratio.jpg,94.08892694699712,81.38828645688295,69.13181750672979,58.01663638299172,48.680102900890496,41.52631816940547,239.435,0,0,0,0,0,0,0,1,0,0
1475,https://www.wga.hu/art/a/antoniaz/portrait.jpg,107.88402141645463,76.28893765903308,66.26095313825276,78.0784429315935,59.142198099411566,42.21900146063687,249.89899999999997,0,0,0,0,0,0,1,0,0,0
1897,https://www.wga.hu/art/g/gauguin/06/tahiti64.jpg,97.81046714172605,84.1664177003607,69.38009765109527,59.876180387505386,51.10402456635462,39.95350384584901,253.176,0,0,0,0,1,0,0,0,0,0
1354,https://www.wga.hu/art/o/orcagna/2/strozz4.jpg,134.09382214126023,111.75642957688167,81.51847892688582,71.8875783424107,59.64241986497351,39.81557447397786,254.402,0,0,0,0,0,0,0,1,0,0
1621,https://www.wga.hu/art/a/albani/1/venus1.jpg,92.50418835952848,84.44223722986247,77.68108423379175,52.6850584392989,48.71677060940856,46.5947213555954,234.804,0,0,0,0,1,0,0,0,0,0
1886,https://www.wga.hu/art/b/burnejon/baleful.jpg,92.68047451098869,82.57460682777139,61.55578185801105,64.45097447140448,57.177705137088054,47.470552615418306,254.54399999999998,0,0,0,0,1,0,0,0,0,0
1648,https://www.wga.hu/art/b/bol/port_man.jpg,47.845735097739684,41.531580583350205,27.669620636274214,43.92866230100412,32.7018739828549,19.293591010130285,211.001,0,0,0,0,0,0,1,0,0,0
1868,https://www.wga.hu/art/c/carrier/strawbo2.jpg,146.43922804337217,120.56694448738818,93.50177180809303,54.85530636492016,49.91561158626803,46.23567714716462,239.915,0,0,0,0,0,0,1,0,0,0
1450,https://www.wga.hu/art/m/master/xunk_it/xunk_it3/stjerome.jpg,59.31161059190031,45.582018691588786,38.183240913811005,48.89050697694908,34.75855539641652,27.065606460772624,252.94799999999998,0,0,0,0,0,0,0,1,0,0
1639,https://www.wga.hu/art/m/man/whaleoil.jpg,136.80752908329455,125.86718812132493,109.76499767333644,66.53866598058339,69.59557927535435,75.09016620179361,254.245,0,0,0,1,0,0,0,0,0,0
1880,https://www.wga.hu/art/s/szinyei/10szinye.jpg,60.8953216550891,47.42519933554817,42.84586831772878,57.069949686442314,47.578637586671995,38.0020610243131,254.99999999999997,0,0,0,0,0,0,1,0,0,0
1600,https://www.wga.hu/art/s/saraceni/agony.jpg,91.4030629705681,75.85310394826902,56.92447494506286,59.63000318602885,47.66991247298783,43.290585441624714,231.945,0,0,0,0,0,0,0,1,0,0
1924,https://www.wga.hu/art/r/roussel1/s_diana.jpg,106.19780433791442,93.12974272129226,75.33504135999479,42.846830955691786,31.97132487959105,53.76241306127322,227.539,0,0,0,0,1,0,0,0,0,0
1647,https://www.wga.hu/art/o/ostade/adriaen/1/p_family.jpg,74.36412812439205,53.108360293111026,40.386716695367724,35.556189927758474,25.954270148264467,19.13376863756559,249.421,0,0,1,0,0,0,0,0,0,0
1486,https://www.wga.hu/art/g/ghirland/domenico/6tornab/63tornab/7vault2.jpg,93.88202694427434,82.49113084302918,73.7619208001633,49.353400070441175,48.99489782817733,44.34958783005405,254.99999999999997,0,0,0,0,0,0,0,1,0,0
1881,https://www.wga.hu/art/v/vignon_v/thehills.jpg,131.13201138211383,137.81897642276422,115.31622764227642,71.27449362350936,70.53914252403031,82.83338608607502,254.70099999999996,0,0,0,1,0,0,0,0,0,0
1640,https://www.wga.hu/art/v/victors/window.jpg,75.17754682556179,41.38526524862006,37.33937619806462,54.71499970025573,38.447778323176806,25.707117656125828,252.14999999999998,0,0,0,0,0,0,1,0,0,0
1603,https://www.wga.hu/art/d/domenich/1/reni.jpg,42.59948697799731,34.786152896273016,25.915615177368657,56.073387480396285,49.79895059825053,38.365723199898014,254.20199999999997,0,0,0,0,0,0,1,0,0,0
1751,https://www.wga.hu/art/w/wit/seasons4.jpg,155.04096831466813,148.0742078667031,129.9270882272603,48.895385680875265,50.93879999710965,48.626903496861864,254.99999999999997,0,0,0,0,1,0,0,0,0,0
1524,https://www.wga.hu/art/b/baldung/1/03adam_f.jpg,70.35866790643554,47.46630581773666,33.75773981129887,82.83686709644549,60.87384364851545,42.409069504010226,224.203,0,0,0,0,0,0,0,1,0,0
1565,https://www.wga.hu/art/b/bruegel/pieter_e/08/10adulte.jpg,117.05307253721888,92.87439511707804,74.90860359153042,75.35028673548258,68.93772022860709,59.452948171411585,251.666,0,0,0,0,0,0,0,1,0,0
1802,https://www.wga.hu/art/c/constabl/dedham.jpg,97.50470962113658,85.74310692921236,77.47851570289133,64.95595821961403,65.92757886312656,58.40440978038273,254.071,0,0,0,1,0,0,0,0,0,0
1320,https://www.wga.hu/art/g/giotto/assisi/lower/magdalen/noli_me.jpg,106.0603448275862,95.82487348858038,84.17790752351097,58.02079399913028,50.09532345576827,45.307529363536496,254.10299999999998,0,0,0,0,0,0,0,1,0,0
1880,https://www.wga.hu/art/c/cassatt/meadow.jpg,76.29931914893616,83.15076759410802,68.03468085106383,48.992301631750024,44.68987992076327,36.27093842179963,239.05999999999997,0,0,0,1,0,0,0,0,0,0
1577,https://www.wga.hu/art/g/greco_el/05/0502grec.jpg,139.51773939075204,133.00070067559366,124.00265463813261,49.93649192634899,54.0319038988653,70.23504560665346,254.99999999999997,0,0,0,0,0,0,0,1,0,0
